216,255,565,255,565,351,216,351,MYDIN
152,355,623,355,623,411,152,411,TRI SHAAS SDN BHD (728515-M)
233,402,556,402,556,451,233,451,MYDIN MART SRI MUDA
75,439,689,439,689,495,75,495,4-20, JALAN RIA 25/62 TAMAN SRI MUDA
88,483,683,483,683,534,88,534,SEKSYEN 25, 40400 SHAH ALAM SELANGOR
92,527,372,527,372,567,92,567,TEL : 03-51217970
207,569,558,569,558,614,207,614,GST ID: 000429166592
327,650,453,650,453,701,327,701,RECEIPT
30,732,475,732,475,775,30,775,TERMINAL: 195-5505POS011
30,772,312,772,312,811,30,811,TRANS #: 322563
28,813,109,813,109,854,28,854,DATE
161,819,550,819,550,858,161,858,: 10/08/2017 03:26:21PM
30,854,336,854,336,893,30,893,CASHIER : CH107004
197,896,422,896,422,941,197,941,MSM - ALMIDAH
23,978,622,978,622,1019,23,1019,PARTNER E/LOPE 4.5INX9.5IN W4292 EA
682,978,735,978,735,1012,682,1012,.S
28,1018,255,1018,255,1059,28,1059,9555023304662
357,1017,387,1017,387,1049,357,1049,2
503,1019,584,1019,584,1058,503,1058,2.60
651,1014,734,1014,734,1052,651,1052,5.20
30,1057,340,1057,340,1098,30,1098,PLASTIC BAG RM0.20
571,1061,614,1061,614,1099,571,1099,EA
687,1061,732,1061,732,1093,687,1093,.S
26,1100,257,1100,257,1134,26,1134,2300000017984
357,1094,382,1094,382,1129,357,1129,1
501,1102,589,1102,589,1132,501,1132,0.20
653,1100,732,1100,732,1134,653,1134,0.20
26,1140,621,1140,621,1178,26,1178,TEN Q E/LOPE 15INX10IN TQ-S1015 EA
682,1130,735,1130,735,1175,682,1175,.S
28,1179,253,1179,253,1215,28,1215,9555023307724
357,1179,387,1179,387,1211,357,1211,2
503,1177,584,1177,584,1218,503,1218,2.50
646,1173,732,1173,732,1214,646,1214,5.00
26,1220,463,1220,463,1258,26,1258,UMOE S/NT 100MX75M, N/GRN
565,1213,614,1213,614,1252,565,1252,EA
689,1220,738,1220,738,1252,689,1252,.S
21,1258,261,1258,261,1296,21,1296,9555495401722
357,1262,384,1262,384,1299,357,1299,1
503,1260,584,1260,584,1294,503,1294,3.00
648,1252,727,1252,727,1291,648,1291,3.00
24,1299,460,1299,460,1338,24,1338,UMOE S/NT 100MX75M, N/YLW
567,1299,618,1299,618,1338,567,1338,EA
687,1297,732,1297,732,1336,687,1336,.S
24,1341,259,1341,259,1377,24,1377,9555495400985
352,1342,382,1342,382,1377,352,1377,1
499,1337,580,1337,580,1373,499,1373,3.00
655,1333,732,1333,732,1374,655,1374,3.00
24,1378,437,1378,437,1416,24,1416,UMOE S/NT 50MX38M, N/YLW
563,1374,616,1374,616,1412,563,1412,EA
687,1378,728,1378,728,1408,687,1408,.S
24,1416,259,1416,259,1455,24,1455,9555495400961
355,1417,377,1417,377,1452,355,1452,1
498,1412,582,1412,582,1451,498,1451,2.50
650,1416,738,1416,738,1452,650,1452,2.50
21,1459,455,1459,455,1495,21,1495,UMOE S/N 75MX50M, N/PINK
569,1455,618,1455,618,1493,569,1493,EA
693,1457,732,1457,732,1487,693,1487,.S
24,1493,257,1493,257,1534,24,1534,9555495401814
357,1497,374,1497,374,1529,357,1529,1
498,1493,581,1493,581,1529,498,1529,2.50
650,1491,733,1491,733,1534,650,1534,2.50
24,1570,206,1570,206,1611,24,1611,ITEM COUNT
695,1564,734,1564,734,1605,695,1605,9
26,1611,124,1611,124,1649,26,1649,TOTAL
629,1605,732,1605,732,1644,629,1644,21.40
646,1648,729,1648,729,1686,646,1686,0.00
636,1688,745,1688,745,1733,636,1733,21.40
15,1650,353,1650,353,1688,15,1688,ROUNDING ADJUSTMENT
19,1692,368,1692,368,1733,19,1733,TOTAL ATTER ROUNDING
17,1770,103,1770,103,1813,17,1813,CASH
635,1767,733,1767,733,1808,635,1808,50.00
19,1849,145,1849,145,1896,19,1896,CHANGE
636,1847,730,1847,730,1894,636,1894,28.60
21,1930,166,1930,166,1977,21,1977,GST RATE
26,1973,131,1973,131,2012,26,2012,S = 6%
19,2013,132,2013,132,2054,19,2054,Z = 0%
235,1932,507,1932,507,1975,235,1975,AMT EXCL GST (RM)
421,1975,519,1975,519,2018,421,2018,20.19
430,2016,520,2016,520,2059,430,2059,0.00
588,1932,719,1932,719,1981,588,1981,TAX(RM)
633,1977,723,1977,723,2026,633,2026,1.21
640,2016,730,2016,730,2065,640,2065,0.00
15,2172,257,2172,257,2221,15,2221,POINTS MISSED:
297,2178,351,2178,351,2217,297,2217,20
41,2214,724,2214,724,2268,41,2268,JOIN OUR MERIAH LOYALTY PROGRAMME TODAY!
87,2316,669,2316,669,2368,87,2368,6605505001950000322563
17,2392,588,2392,588,2446,17,2446,PRINT DATE: 10/08/2017 03:26:22PM
49,2433,702,2433,702,2493,49,2493,ANY REQUEST FOR PRODUCTION OF FULL TAX
53,2473,706,2473,706,2537,53,2537,INVOICE OR RELATED PAYMENT INFORMATION
45,2516,725,2516,725,2582,45,2582,SHALL BE MADE WITHIN 3 MONTHS FROM THE
34,2555,725,2555,725,2623,34,2623,DATE OF PURCHASE, FAILING WHICH MYDIN AT
51,2598,723,2598,723,2673,51,2673,ITS ABSOLUTE DISCRETION AS DEEM FIT MAY
77,2643,672,2643,672,2707,77,2707,REJECT OR REFUSE TO ENTERTAIN SUCH
315,2705,437,2705,437,2750,315,2750,REQUEST
109,2732,653,2732,653,2807,109,2807,THANK YOU AND PLEASE COME AGAIN
397,532,682,532,682,574,397,574,FAX: 03-51218059
420,1017,450,1017,450,1047,420,1047,*
420,1102,452,1102,452,1134,420,1134,*
417,1179,459,1179,459,1214,417,1214,*
420,1257,445,1257,445,1287,420,1287,*
417,1339,452,1339,452,1364,417,1364,*
420,1417,442,1417,442,1449,420,1449,*
417,1497,449,1497,449,1527,417,1527,*
