16,14,135,14,135,45,16,45,3180303
147,132,471,132,471,154,147,154,LIAN HING STATIONERY SDN BHD
263,158,362,158,362,178,263,178,(162761-M)
133,181,489,181,489,201,133,201,NO.32 & 33, JALAN SR 1/9, SEKSYEN 9,
196,202,427,202,427,221,196,221,TAMAN SERDANG RAYA,
139,227,490,227,490,246,139,246,43300 SERI KEMBANGAN, SELANGOR
245,251,381,251,381,268,245,268,DARUL EHSAN
190,274,437,274,437,296,190,296,GST ID : 002139201536
253,309,371,309,371,329,253,329,TAX INVOICE
117,335,212,335,212,357,117,357,27/03/2018
369,336,503,336,503,355,369,355,NO : CS-20243
381,382,411,382,411,403,381,403,QTY
418,382,453,382,453,401,418,401,TAX
494,384,525,384,525,400,494,400,RM
108,404,350,404,350,424,108,424,F/CASTELL 187057-75 TACK-IT
391,405,404,405,404,423,391,423,2
426,407,451,407,451,423,426,423,SR
478,406,525,406,525,422,478,422,12.00
111,426,343,426,343,447,111,447,75G- WHITE (NEW) @ 5.6600
129,474,372,474,372,496,129,496,TOTAL AMT INCL. GST @ 6% :
455,477,502,477,502,493,455,493,12.00
179,509,375,509,375,528,179,528,ROUNDING ADJUSTMENT :
200,541,374,541,374,560,200,560,TOTAL AMT PAYABLE :
450,540,502,540,502,558,450,558,12.00
252,575,373,575,373,592,252,592,PAID AMOUNT :
454,575,501,575,501,591,454,591,20.00
292,606,371,606,371,628,292,628,CHANGE :
464,608,503,608,503,627,464,627,8.00
213,641,372,641,372,661,213,661,TOTAL QTY TENDER :
490,641,502,641,502,660,490,660,2
127,692,254,692,254,714,127,714,GST SUMMARY
289,692,358,692,358,708,289,708,AMOUNT
445,692,477,692,477,709,445,709,TAX
315,713,358,713,358,733,315,733,(RM)
434,715,478,715,478,734,434,734,(RM)
126,745,197,745,197,765,126,765,SR @ A
319,746,364,746,364,761,319,761,11.32
440,745,477,745,477,761,440,761,0.68
124,773,169,773,169,791,124,791,TOTAL
320,771,366,771,366,788,320,788,11.32
439,773,476,773,476,789,439,789,0.68
243,810,359,810,359,830,243,830,THANK YOU
159,835,457,835,457,854,159,854,FOR ANY ENQUIRY, PLEASE CONTACT US;
