1628,418,2814,418,2814,477,1628,477,DE LUXE CIRCLE FRESH MART SDN BHD
1962,492,2466,492,2466,558,1962,558,(MUTIARA RINI 16)
1499,561,2142,561,2142,628,1499,628,CO REG NO:797887-W
1849,631,2576,631,2576,697,1849,697,NO, 89&91, JALAN UTAMA,
1624,698,2802,698,2802,759,1624,759,TAMAN MUTIA RINI, 81300 SKUDAI, JOHOR.
1954,772,2474,772,2474,829,1954,829,TEL:016-7780546
1426,907,2079,907,2079,970,1426,970,MT161201805120055
1423,1002,1675,1002,1675,1065,1423,1065,CASHIER:
2302,907,3009,907,3009,981,2302,981,12/05/18 12:12:57 PM
2298,1000,3005,1000,3005,1074,2298,1074,12/05/18 12:13:17 PM
1423,1159,2611,1159,2611,1218,1423,1218,HEAVEN & EARTH AYATAKA GREEN TEA 1.5L
1464,1225,1960,1225,1960,1282,1464,1282,8888002119454
1419,1325,1849,1325,1849,1397,1419,1397,KONNYAKU 10G
1462,1397,1962,1397,1962,1458,1462,1458,8888338001119
2462,1227,2673,1227,2673,1286,2462,1286,5.00*1
2462,1397,2677,1397,2677,1465,2462,1465,3.50*2
1417,1565,1593,1565,1593,1626,1417,1626,ITEM:
1417,1649,1564,1649,1564,1717,1417,1717,QTY:
1419,1733,1884,1733,1884,1792,1419,1792,TOTAL SAVING:
1950,1561,2583,1561,2583,1622,1950,1622,TOTAL WITH GST @ 6%
2251,1647,2585,1647,2585,1706,2251,1706,ROUNDING
2384,1731,2585,1731,2585,1801,2384,1801,TOTAL
2831,1561,3003,1561,3003,1618,2831,1618,12.00
2853,1649,3000,1649,3000,1708,2853,1708,0.00
2826,1729,2998,1729,2998,1795,2826,1795,12.00
2337,1868,2585,1868,2585,1934,2337,1934,TENDER
2437,1958,2584,1958,2584,2017,2437,2017,CASH
2833,1964,3003,1964,3003,2021,2833,2021,50.00
2325,2052,2589,2052,2589,2113,2325,2113,CHANGE
2826,2054,3006,2054,3006,2111,2826,2111,38.00
1485,2130,1874,2130,1874,2200,1485,2200,GST ANALYSIS
1555,2228,1784,2228,1784,2294,1555,2294,S = 6%
1553,2331,1784,2331,1784,2397,1553,2397,Z = 0%
1419,2460,2068,2460,2068,2526,1419,2526,MEMBER 0000036581
1417,2536,2265,2536,2265,2597,1417,2597,MEMBER: WONG SHOO YUEN
1773,2603,2637,2603,2637,2670,1773,2670,*THANK YOU. SEE YOU AGAIN !!
1668,2676,2744,2676,2744,2734,1668,2734,*CUSTOMER CARE LINE : 012-7092889
1663,2745,2756,2745,2756,2814,1663,2814,*CUSTOMERSERVICE@DELUXEGROUPS.COM
2232,565,2937,565,2937,618,2232,618,GST NO:001507647488
1735,1002,2009,1002,2009,1063,1735,1063,CHU PECK
2786,1229,2999,1229,2999,1288,2786,1288,5.00 S
2779,1399,3002,1399,3002,1456,2779,1456,7.00 S
1626,1561,1681,1561,1681,1622,1626,1622,2
1630,1647,1679,1647,1679,1700,1630,1700,3
1962,1735,2103,1735,2103,1794,1962,1794,0.00
2024,2132,2202,2132,2202,2193,2024,2193,GOODS
2288,2134,2653,2134,2653,2189,2288,2189,TAX AMOUNT
2028,2228,2202,2228,2202,2296,2028,2296,11.32
2503,2232,2653,2232,2653,2298,2503,2298,0.68
2065,2333,2206,2333,2206,2401,2065,2401,0.00
2503,2343,2648,2343,2648,2402,2503,2402,0.00
2120,2462,2646,2462,2646,2525,2120,2525,POINTS EARNED: 11
