28,71,589,71,589,95,28,95,GARDENIA BAKERIES (KL) SDN BHD (139386 X)
169,95,441,95,441,117,169,117,LOT 3, JALAN PELABUR 23/1,
155,116,452,116,452,141,155,141,40300 SHAH ALAM, SELANGOR.
114,139,299,139,299,161,114,161,TEL: 03- 55423228
187,163,427,163,427,184,187,184,GST ID: 000381399040
131,206,481,206,481,242,131,242,TAX INVOICE / ADJUSTMENT NOTE
239,264,505,264,505,300,239,300,CASH INV NO.: 7018F712
22,302,105,302,105,324,22,324,VE0514
315,304,507,304,507,327,315,327,DATE: 18/10/2017
19,334,367,334,367,367,19,367,MAKASSAR FRESH MARKET SDN BHD
19,375,309,375,309,396,19,396,GROUND FLOOR, NO. 4 & 6,
23,398,197,398,197,420,23,420,JALAN SS 15/4B,
20,422,342,422,342,443,20,443,47500 SUBANG JAYA, SELANGOR
19,443,266,443,266,464,19,464,VE05: RIDZUAN (11900)
248,465,407,465,407,488,248,488,DD: 18/10/2017
16,496,150,496,150,515,16,515,DESCRIPTION
171,496,208,496,208,514,171,514,U.P
218,496,254,496,254,514,218,514,ISS
266,496,303,496,303,514,266,514,EXC
324,495,339,495,339,514,324,514,D
348,495,399,495,399,515,348,515,SALE
416,496,503,496,503,517,416,517,AMT(RM)
17,531,138,531,138,551,17,551,O.C. WHITE
158,532,208,532,208,552,158,552,2.13
243,532,256,532,256,552,243,552,3
288,533,303,533,303,550,288,550,0
324,533,339,533,339,551,324,551,0
383,533,396,533,396,551,383,551,3
453,533,504,533,504,551,453,551,6.39
16,555,126,555,126,576,16,576,WHOLEMEAL
159,555,208,555,208,575,159,575,2.78
241,557,257,557,257,575,241,575,3
288,556,304,556,304,575,288,575,2
324,557,338,557,338,574,324,574,0
383,556,399,556,399,576,383,576,1
453,556,502,556,502,576,453,576,2.78
16,578,125,578,125,599,16,599,O.C JUMBO
158,579,208,579,208,599,158,599,2.97
240,579,256,579,256,598,240,598,4
289,579,303,579,303,598,289,598,1
324,580,338,580,338,598,324,598,0
381,581,396,581,396,598,381,598,3
453,580,503,580,503,600,453,600,8.91
180,611,396,611,396,652,180,652,TOTAL 0% SUPPLIES:
439,612,506,612,506,646,439,646,18.08
16,660,129,660,129,681,16,681,CR-CHOCLT
157,662,208,662,208,681,157,681,0.72
230,662,256,662,256,680,230,680,20
286,663,303,663,303,680,286,680,0
323,662,338,662,338,681,323,681,0
371,662,397,662,397,681,371,681,20
440,661,503,661,503,680,440,680,14.40
16,685,103,685,103,704,16,704,CR-CORN
157,685,208,685,208,704,157,704,0.72
239,685,255,685,255,703,239,703,0
287,685,302,685,302,705,287,705,3
323,686,338,686,338,704,323,704,0
371,685,395,685,395,704,371,704,-3
440,686,503,686,503,705,440,705,-2.16
38,714,393,714,393,758,38,758,TOTAL 6% SUPPLIES (EXCL. GST):
442,719,504,719,504,753,442,753,12.24
344,764,396,764,396,801,344,801,GST:
452,765,503,765,503,801,452,801,0.73
53,814,393,814,393,857,53,857,TOTAL 6% SUPPLIES (INC. GST):
443,816,502,816,502,850,443,850,12.97
177,860,399,860,399,902,177,902,TOTAL 0% SUPPLIES:
444,863,501,863,501,900,444,900,18.08
223,912,394,912,394,955,223,955,TOTAL PAYABLE:
440,915,503,915,503,951,440,951,31.05
21,973,116,973,116,995,21,995,E.&.0.E.
22,998,552,998,552,1023,22,1023,RECEIVED ABOVE GOODS IN GOOD ORDER CONDITION.
19,1022,481,1022,481,1047,19,1047,THE RECIPIENT OF GARDENIA'S PRODUCTS IS
21,1046,555,1046,555,1070,21,1070,REQUIRED TO MAKE NECESSARY ADJUSTMENTS TO ITS
22,1069,461,1069,461,1093,22,1093,INPUT TAX CLAIMS, ON THE BASIC OF THE
20,1093,481,1093,481,1115,20,1115,ADJUSTMENTS SHOWN IN THIS TAX INVOICE /
20,1116,199,1116,199,1138,20,1138,ADJUSTMENT NOTE
187,1144,423,1144,423,1166,187,1166,CUSTOMER'S COPY
315,141,498,141,498,161,315,161,FAX:03- 55423213
430,467,487,467,487,487,430,487,11:18
