169,339,661,339,661,388,169,388,99 SPEED MART S/B (519537-X)
187,390,662,390,662,434,187,434,LOT P. T. 2811, JALAN ANGSA,
295,439,543,439,543,478,295,478,TAMAN BERKELEY
243,493,621,493,621,536,243,536,41150 KLANG, SELANGOR
245,542,601,542,601,579,245,579,1362-JLN DEVELOPMENT
211,592,657,592,657,632,211,632,GST ID. NO : 000181747712
193,695,689,695,689,733,193,733,INVOICE NO : 18311/102/T0395
88,798,213,798,213,834,88,834,07:44PM
389,795,498,795,498,832,389,832,566890
657,792,801,792,801,830,657,830,17-02-18
88,894,568,894,568,932,88,932,489 TIGER BEER CAN 4*6*320M
621,895,764,895,764,932,621,932,RM108.50
784,901,804,901,804,930,784,930,S
90,996,566,996,566,1030,90,1030,TOTAL SALES (INCLUSIVE GST)
498,1044,572,1044,572,1080,498,1080,CASH
463,1096,571,1096,571,1130,463,1130,CHANGE
586,994,624,994,624,1032,586,1032,RM
584,1046,624,1046,624,1081,584,1081,RM
586,1098,626,1098,626,1133,586,1133,RM
659,997,766,997,766,1031,659,1031,108.50
659,1046,767,1046,767,1079,659,1079,150.00
676,1096,768,1096,768,1134,676,1134,41.50
90,1193,289,1193,289,1239,90,1239,GST SUMMARY
88,1245,201,1245,201,1281,88,1281,S = 6%
372,1195,551,1195,551,1232,372,1232,AMOUNT (RM)
446,1246,554,1246,554,1280,446,1280,102.36
657,1197,781,1197,781,1234,657,1234,TAX(RM)
711,1245,784,1245,784,1279,711,1279,6.14
178,1394,676,1394,676,1441,178,1441,THANK YOU. PLEASE COME AGAIN
87,1444,781,1444,781,1488,87,1488,KEEP THE INVOICE FOR APPLICABLE RETURNS
